0.000000 2.000000 0.000000 0.000000
0.000000 2.000809 0.000225 -0.141365
0.010000 12766518.000000 2871.806885 -1803275.750000
0.020000 12781814.000000 2785719.250000 -2709226.000000
0.030000 31014982.000000 5365310.500000 -11655664.000000
0.040000 50023804.000000 141502240.000000 -9560517.000000
0.050000 84632000.000000 22703866.000000 -71730680.000000
0.060000 87388160.000000 280467744.000000 -16374443.000000
0.070000 137984896.000000 40063628.000000 -133686504.000000
0.080000 124768368.000000 419465952.000000 -23183902.000000
0.090000 191235920.000000 57413788.000000 -196005568.000000
0.100000 162153296.000000 558474048.000000 -29992066.000000
0.110000 244444240.000000 74758576.000000 -258449600.000000
0.120000 199540224.000000 697486336.000000 -36799692.000000
0.130000 297631168.000000 92100408.000000 -320950432.000000
0.140000 236928176.000000 836500800.000000 -43607040.000000
0.150000 350806016.000000 109440472.000000 -383481696.000000
0.160000 274316704.000000 975516480.000000 -50414236.000000
0.170000 403973344.000000 126779408.000000 -446031104.000000
0.180000 311705632.000000 1114532864.000000 -57221328.000000
0.190000 457135744.000000 144117584.000000 -508592160.000000
0.200000 349094816.000000 1253549824.000000 -64028356.000000
0.210000 510294656.000000 161455216.000000 -571161152.000000
0.220000 386484160.000000 1392567296.000000 -70835336.000000
0.230000 563451136.000000 178792464.000000 -633735808.000000
0.240000 423873632.000000 1531584896.000000 -77642288.000000
0.250000 616605696.000000 196129408.000000 -696314624.000000
0.260000 461263232.000000 1670602624.000000 -84449208.000000
0.270000 669758912.000000 213466128.000000 -758896576.000000
0.280000 498652864.000000 1809620608.000000 -91256112.000000
0.290000 722910976.000000 230802672.000000 -821481024.000000
0.300000 536042528.000000 1948638848.000000 -98063000.000000
0.310000 776062144.000000 248139072.000000 -884067392.000000
0.320000 573432256.000000 2087656960.000000 -104869872.000000
0.330000 829212672.000000 265475344.000000 -946655232.000000
0.340000 610822080.000000 2226675456.000000 -111676736.000000
0.350000 882362560.000000 282811520.000000 -1009244416.000000
0.360000 648211904.000000 2365693696.000000 -118483592.000000
0.370000 935512000.000000 300147616.000000 -1071834560.000000
0.380000 685601728.000000 2504712192.000000 -125290440.000000
0.390000 988660992.000000 317483648.000000 -1134425600.000000
0.400000 722991616.000000 2643730432.000000 -132097280.000000
0.410000 1041809664.000000 334819648.000000 -1197017472.000000
0.420000 760381440.000000 2782748928.000000 -138904128.000000
0.430000 1094957952.000000 352155584.000000 -1259609856.000000
0.440000 797771328.000000 2921767680.000000 -145710960.000000
0.450000 1148106112.000000 369491456.000000 -1322202880.000000
0.460000 835161280.000000 3060786176.000000 -152517792.000000
0.470000 1201254016.000000 386827328.000000 -1384796288.000000
0.480000 872551232.000000 3199804672.000000 -159324624.000000
0.490000 1254401664.000000 404163136.000000 -1447390208.000000
0.500000 909941248.000000 3338823168.000000 -166131440.000000
0.510000 1307549184.000000 421498912.000000 -1509984384.000000
0.520000 947331200.000000 3477841920.000000 -172938272.000000
0.530000 1360696448.000000 438834656.000000 -1572578944.000000
0.540000 984721152.000000 3616860672.000000 -179745104.000000
0.550000 1413843584.000000 456170400.000000 -1635173760.000000
0.560000 1022111168.000000 3755879424.000000 -186551920.000000
0.570000 1466990720.000000 473506144.000000 -1697768704.000000
0.580000 1059501120.000000 3894898176.000000 -193358736.000000
0.590000 1520137728.000000 490841824.000000 -1760364032.000000
0.600000 1096891136.000000 4033916928.000000 -200165552.000000
0.610000 1573284608.000000 508177536.000000 -1822959360.000000
0.620000 1134281088.000000 4172935680.000000 -206972368.000000
0.630000 1626431488.000000 525513216.000000 -1885555072.000000
0.640000 1171671040.000000 4311954432.000000 -213779168.000000
0.650000 1679578240.000000 542848832.000000 -1948150784.000000
0.660000 1209060992.000000 4450973184.000000 -220585968.000000
0.670000 1732724864.000000 560184512.000000 -2010746880.000000
0.680000 1246451072.000000 4589991936.000000 -227392784.000000
0.690000 1785871488.000000 577520128.000000 -2073342976.000000
0.700000 1283841024.000000 4729010688.000000 -234199584.000000
0.710000 1839018112.000000 594855808.000000 -2135939200.000000
0.720000 1321230976.000000 4868029440.000000 -241006384.000000
0.730000 1892164480.000000 612191424.000000 -2198535680.000000
0.740000 1358620928.000000 5007048192.000000 -247813184.000000
0.750000 1945310976.000000 629527040.000000 -2261132032.000000
0.760000 1396010880.000000 5146066944.000000 -254620000.000000
0.770000 1998457344.000000 646862592.000000 -2323728640.000000
0.780000 1433400832.000000 5285085696.000000 -261426800.000000
0.790000 2051603840.000000 664198208.000000 -2386325248.000000
0.800000 1470790912.000000 5424104448.000000 -268233600.000000
0.810000 2104750080.000000 681533824.000000 -2448922112.000000
0.820000 1508180864.000000 5563123200.000000 -275040416.000000
0.830000 2157896192.000000 698869376.000000 -2511518720.000000
0.839999 1545570816.000000 5702141952.000000 -281847200.000000
0.849999 2211042560.000000 716204992.000000 -2574115584.000000
0.859999 1582960768.000000 5841160704.000000 -288654016.000000
0.869999 2264188672.000000 733540544.000000 -2636712448.000000
